"user_id","visit_id","event_name","sequence_number","event_time","page_name","product_category"
53,"e76519","Page View",4,"2020-02-06 17:10:07.791255","Kingfish","Fish"
53,"e76519","Add to Cart",5,"2020-02-06 17:11:00.972687","Kingfish","Fish"
53,"e76519","Page View",6,"2020-02-06 17:11:56.1621","Tuna","Fish"
53,"e76519","Add to Cart",7,"2020-02-06 17:12:43.823272","Tuna","Fish"
53,"e76519","Page View",8,"2020-02-06 17:13:11.51211","Russian Caviar","Luxury"
53,"e76519","Add to Cart",9,"2020-02-06 17:13:57.561071","Russian Caviar","Luxury"
53,"e76519","Page View",10,"2020-02-06 17:14:30.56228","Black Truffle","Luxury"
53,"e76519","Add to Cart",11,"2020-02-06 17:15:24.32507","Black Truffle","Luxury"
53,"e76519","Page View",12,"2020-02-06 17:16:09.046687","Lobster","Shellfish"
53,"e76519","Page View",13,"2020-02-06 17:17:04.372109","Crab","Shellfish"
53,"e76519","Add to Cart",14,"2020-02-06 17:17:59.031631","Crab","Shellfish"
53,"e76519","Page View",15,"2020-02-06 17:18:27.478021","Oyster","Shellfish"
53,"e76519","Add to Cart",16,"2020-02-06 17:19:10.971559","Oyster","Shellfish"
53,"e76519","Page View",17,"2020-02-06 17:19:53.133354","Checkout",NULL
53,"e76519","Purchase",18,"2020-02-06 17:20:28.311819","Confirmation",NULL
54,"c3be48","Page View",1,"2020-01-30 10:57:14.994756","All Products",NULL
55,"67d5b9","Page View",1,"2020-01-26 05:57:59.877399","All Products",NULL
56,"f0d3ec","Page View",1,"2020-02-24 15:05:59.763426","All Products",NULL
56,"f0d3ec","Ad Impression",2,"2020-02-24 15:06:02.419948","All Products",NULL
56,"f0d3ec","Ad Click",3,"2020-02-24 15:06:04.532611","All Products",NULL
56,"f0d3ec","Page View",4,"2020-02-24 15:06:49.068308","Salmon","Fish"
56,"f0d3ec","Page View",5,"2020-02-24 15:07:14.995668","Kingfish","Fish"
56,"f0d3ec","Add to Cart",6,"2020-02-24 15:08:00.971918","Kingfish","Fish"
56,"f0d3ec","Page View",7,"2020-02-24 15:08:39.616494","Russian Caviar","Luxury"
56,"f0d3ec","Add to Cart",8,"2020-02-24 15:09:13.780202","Russian Caviar","Luxury"
56,"f0d3ec","Page View",9,"2020-02-24 15:09:53.697683","Abalone","Shellfish"
56,"f0d3ec","Add to Cart",10,"2020-02-24 15:10:29.616833","Abalone","Shellfish"
56,"f0d3ec","Page View",11,"2020-02-24 15:10:57.608233","Lobster","Shellfish"
56,"f0d3ec","Add to Cart",12,"2020-02-24 15:11:52.742317","Lobster","Shellfish"
56,"f0d3ec","Page View",13,"2020-02-24 15:12:13.091505","Crab","Shellfish"
56,"f0d3ec","Add to Cart",14,"2020-02-24 15:12:32.657455","Crab","Shellfish"
56,"f0d3ec","Page View",15,"2020-02-24 15:12:34.782731","Oyster","Shellfish"
56,"f0d3ec","Add to Cart",16,"2020-02-24 15:13:20.313693","Oyster","Shellfish"
56,"f0d3ec","Page View",17,"2020-02-24 15:13:53.937785","Checkout",NULL
56,"f0d3ec","Purchase",18,"2020-02-24 15:14:26.404339","Confirmation",NULL
57,"498ead","Page View",1,"2020-01-06 04:46:50.573882","All Products",NULL
57,"498ead","Ad Impression",2,"2020-01-06 04:47:20.497779","All Products",NULL
57,"498ead","Ad Click",3,"2020-01-06 04:47:38.441109","All Products",NULL
57,"498ead","Page View",4,"2020-01-06 04:47:58.101522","Kingfish","Fish"
57,"498ead","Add to Cart",5,"2020-01-06 04:48:52.398015","Kingfish","Fish"
57,"498ead","Page View",6,"2020-01-06 04:49:51.938065","Tuna","Fish"
57,"498ead","Add to Cart",7,"2020-01-06 04:50:28.645241","Tuna","Fish"
57,"498ead","Page View",8,"2020-01-06 04:51:21.294911","Black Truffle","Luxury"
57,"498ead","Page View",9,"2020-01-06 04:52:02.53711","Abalone","Shellfish"
57,"498ead","Add to Cart",10,"2020-01-06 04:52:55.498706","Abalone","Shellfish"
57,"498ead","Page View",11,"2020-01-06 04:52:56.499939","Lobster","Shellfish"
57,"498ead","Page View",12,"2020-01-06 04:53:11.547649","Crab","Shellfish"
57,"498ead","Add to Cart",13,"2020-01-06 04:54:09.997601","Crab","Shellfish"
57,"498ead","Page View",14,"2020-01-06 04:54:38.30353","Oyster","Shellfish"
57,"498ead","Page View",15,"2020-01-06 04:54:47.791284","Checkout",NULL
57,"498ead","Purchase",16,"2020-01-06 04:55:07.115099","Confirmation",NULL
58,"3ac9ed","Page View",1,"2020-01-26 04:19:43.095273","All Products",NULL
59,"ce1da9","Page View",1,"2020-01-31 12:43:43.621502","All Products",NULL
60,"d8fb8f","Page View",1,"2020-01-19 16:17:55.948558","All Products",NULL
61,"6312a5","Page View",1,"2020-02-06 02:22:57.607526","All Products",NULL
62,"ed6a7a","Page View",1,"2020-02-04 02:46:09.702013","All Products",NULL
62,"ed6a7a","Ad Impression",2,"2020-02-04 02:46:52.060594","All Products",NULL
62,"ed6a7a","Ad Click",3,"2020-02-04 02:47:49.097478","All Products",NULL
62,"ed6a7a","Page View",4,"2020-02-04 02:47:59.432231","Salmon","Fish"
62,"ed6a7a","Page View",5,"2020-02-04 02:48:29.967685","Kingfish","Fish"
62,"ed6a7a","Add to Cart",6,"2020-02-04 02:49:16.778093","Kingfish","Fish"
62,"ed6a7a","Page View",7,"2020-02-04 02:50:06.566991","Tuna","Fish"
62,"ed6a7a","Add to Cart",8,"2020-02-04 02:50:49.651775","Tuna","Fish"
62,"ed6a7a","Page View",9,"2020-02-04 02:51:38.156965","Russian Caviar","Luxury"
62,"ed6a7a","Add to Cart",10,"2020-02-04 02:52:02.340013","Russian Caviar","Luxury"
62,"ed6a7a","Page View",11,"2020-02-04 02:52:48.940486","Black Truffle","Luxury"
62,"ed6a7a","Add to Cart",12,"2020-02-04 02:53:48.825292","Black Truffle","Luxury"
62,"ed6a7a","Page View",13,"2020-02-04 02:54:31.920011","Lobster","Shellfish"
62,"ed6a7a","Add to Cart",14,"2020-02-04 02:54:56.754475","Lobster","Shellfish"
62,"ed6a7a","Page View",15,"2020-02-04 02:55:47.143793","Crab","Shellfish"
62,"ed6a7a","Add to Cart",16,"2020-02-04 02:56:23.604064","Crab","Shellfish"
62,"ed6a7a","Page View",17,"2020-02-04 02:57:12.510151","Oyster","Shellfish"
62,"ed6a7a","Add to Cart",18,"2020-02-04 02:57:22.887756","Oyster","Shellfish"
62,"ed6a7a","Page View",19,"2020-02-04 02:57:35.475778","Checkout",NULL
62,"ed6a7a","Purchase",20,"2020-02-04 02:58:08.844625","Confirmation",NULL
63,"c8a342","Page View",1,"2020-02-21 16:55:25.149647","All Products",NULL
63,"c8a342","Ad Impression",2,"2020-02-21 16:55:58.586282","All Products",NULL
63,"c8a342","Page View",3,"2020-02-21 16:56:35.279446","Tuna","Fish"
63,"c8a342","Page View",4,"2020-02-21 16:56:38.300045","Russian Caviar","Luxury"
63,"c8a342","Add to Cart",5,"2020-02-21 16:57:02.056987","Russian Caviar","Luxury"
63,"c8a342","Page View",6,"2020-02-21 16:57:17.679119","Black Truffle","Luxury"
63,"c8a342","Add to Cart",7,"2020-02-21 16:57:46.131288","Black Truffle","Luxury"
63,"c8a342","Page View",8,"2020-02-21 16:58:10.873776","Abalone","Shellfish"
63,"c8a342","Add to Cart",9,"2020-02-21 16:59:09.410915","Abalone","Shellfish"
63,"c8a342","Page View",10,"2020-02-21 16:59:09.492096","Crab","Shellfish"
63,"c8a342","Add to Cart",11,"2020-02-21 16:59:49.356418","Crab","Shellfish"
63,"c8a342","Page View",12,"2020-02-21 17:00:33.69549","Oyster","Shellfish"
63,"c8a342","Page View",13,"2020-02-21 17:01:00.32193","Checkout",NULL
64,"4e9505","Page View",1,"2020-01-29 08:49:50.74142","All Products",NULL
64,"4e9505","Ad Impression",2,"2020-01-29 08:50:10.176755","All Products",NULL
64,"4e9505","Ad Click",3,"2020-01-29 08:50:38.924887","All Products",NULL
64,"4e9505","Page View",4,"2020-01-29 08:51:11.098807","Tuna","Fish"
64,"4e9505","Add to Cart",5,"2020-01-29 08:51:43.02909","Tuna","Fish"
64,"4e9505","Page View",6,"2020-01-29 08:52:39.430376","Russian Caviar","Luxury"
64,"4e9505","Add to Cart",7,"2020-01-29 08:53:01.161507","Russian Caviar","Luxury"
64,"4e9505","Page View",8,"2020-01-29 08:53:01.928201","Abalone","Shellfish"
64,"4e9505","Add to Cart",9,"2020-01-29 08:54:00.406637","Abalone","Shellfish"
64,"4e9505","Page View",10,"2020-01-29 08:54:24.324707","Crab","Shellfish"
64,"4e9505","Add to Cart",11,"2020-01-29 08:55:07.654783","Crab","Shellfish"
64,"4e9505","Page View",12,"2020-01-29 08:56:02.014652","Oyster","Shellfish"
64,"4e9505","Page View",13,"2020-01-29 08:56:47.844955","Checkout",NULL
64,"4e9505","Purchase",14,"2020-01-29 08:57:44.202061","Confirmation",NULL
65,"d1db12","Page View",1,"2020-01-15 07:01:02.758295","All Products",NULL
65,"d1db12","Ad Impression",2,"2020-01-15 07:01:31.47971","All Products",NULL
65,"d1db12","Ad Click",3,"2020-01-15 07:02:21.848698","All Products",NULL
65,"d1db12","Page View",4,"2020-01-15 07:03:02.854724","Salmon","Fish"
65,"d1db12","Page View",5,"2020-01-15 07:03:54.152054","Kingfish","Fish"
65,"d1db12","Add to Cart",6,"2020-01-15 07:04:39.525623","Kingfish","Fish"
65,"d1db12","Page View",7,"2020-01-15 07:05:33.595614","Tuna","Fish"
65,"d1db12","Add to Cart",8,"2020-01-15 07:06:13.73774","Tuna","Fish"
65,"d1db12","Page View",9,"2020-01-15 07:06:28.943486","Russian Caviar","Luxury"
65,"d1db12","Add to Cart",10,"2020-01-15 07:07:19.620946","Russian Caviar","Luxury"
65,"d1db12","Page View",11,"2020-01-15 07:07:52.292854","Black Truffle","Luxury"
65,"d1db12","Add to Cart",12,"2020-01-15 07:07:54.802813","Black Truffle","Luxury"
65,"d1db12","Page View",13,"2020-01-15 07:08:38.588341","Abalone","Shellfish"
65,"d1db12","Page View",14,"2020-01-15 07:09:35.281026","Crab","Shellfish"
65,"d1db12","Page View",15,"2020-01-15 07:10:20.717285","Oyster","Shellfish"
65,"d1db12","Add to Cart",16,"2020-01-15 07:10:29.970745","Oyster","Shellfish"
65,"d1db12","Page View",17,"2020-01-15 07:11:04.153628","Checkout",NULL
65,"d1db12","Purchase",18,"2020-01-15 07:11:34.022414","Confirmation",NULL
66,"0edbe8","Page View",1,"2020-01-13 05:27:30.932377","All Products",NULL
66,"0edbe8","Ad Impression",2,"2020-01-13 05:27:42.178434","All Products",NULL
66,"0edbe8","Ad Click",3,"2020-01-13 05:28:12.524673","All Products",NULL
66,"0edbe8","Page View",4,"2020-01-13 05:28:37.224107","Salmon","Fish"
66,"0edbe8","Add to Cart",5,"2020-01-13 05:29:04.18339","Salmon","Fish"
66,"0edbe8","Page View",6,"2020-01-13 05:29:22.51328","Kingfish","Fish"
66,"0edbe8","Add to Cart",7,"2020-01-13 05:29:23.054169","Kingfish","Fish"
66,"0edbe8","Page View",8,"2020-01-13 05:29:57.728233","Tuna","Fish"
66,"0edbe8","Page View",9,"2020-01-13 05:30:47.089293","Lobster","Shellfish"
66,"0edbe8","Add to Cart",10,"2020-01-13 05:31:23.434088","Lobster","Shellfish"
66,"0edbe8","Page View",11,"2020-01-13 05:31:33.879234","Crab","Shellfish"
66,"0edbe8","Add to Cart",12,"2020-01-13 05:31:52.947763","Crab","Shellfish"
66,"0edbe8","Page View",13,"2020-01-13 05:32:46.702454","Oyster","Shellfish"
66,"0edbe8","Add to Cart",14,"2020-01-13 05:33:03.138535","Oyster","Shellfish"
67,"7d2bef","Page View",1,"2020-02-16 06:04:38.986629","All Products",NULL
68,"237e12","Page View",1,"2020-01-07 10:06:01.235156","All Products",NULL
68,"237e12","Ad Impression",2,"2020-01-07 10:06:03.479862","All Products",NULL
68,"237e12","Ad Click",3,"2020-01-07 10:06:25.968021","All Products",NULL
68,"237e12","Page View",4,"2020-01-07 10:07:01.715287","Salmon","Fish"
68,"237e12","Add to Cart",5,"2020-01-07 10:07:35.266459","Salmon","Fish"
68,"237e12","Page View",6,"2020-01-07 10:08:07.939843","Kingfish","Fish"
68,"237e12","Add to Cart",7,"2020-01-07 10:08:14.43793","Kingfish","Fish"
68,"237e12","Page View",8,"2020-01-07 10:08:17.061411","Russian Caviar","Luxury"
68,"237e12","Page View",9,"2020-01-07 10:08:50.830712","Abalone","Shellfish"
68,"237e12","Page View",10,"2020-01-07 10:09:45.454358","Lobster","Shellfish"
68,"237e12","Add to Cart",11,"2020-01-07 10:10:09.668235","Lobster","Shellfish"
68,"237e12","Page View",12,"2020-01-07 10:10:55.813399","Crab","Shellfish"
68,"237e12","Add to Cart",13,"2020-01-07 10:11:26.19884","Crab","Shellfish"
68,"237e12","Page View",14,"2020-01-07 10:11:44.040788","Checkout",NULL
68,"237e12","Purchase",15,"2020-01-07 10:12:07.008708","Confirmation",NULL
69,"70aafc","Page View",1,"2020-01-02 23:01:33.322179","All Products",NULL
69,"70aafc","Ad Impression",2,"2020-01-02 23:02:02.8953","All Products",NULL
69,"70aafc","Ad Click",3,"2020-01-02 23:02:05.748712","All Products",NULL
69,"70aafc","Page View",4,"2020-01-02 23:02:47.184252","Kingfish","Fish"
69,"70aafc","Add to Cart",5,"2020-01-02 23:03:31.848307","Kingfish","Fish"
69,"70aafc","Page View",6,"2020-01-02 23:03:50.173832","Tuna","Fish"
69,"70aafc","Add to Cart",7,"2020-01-02 23:03:54.830695","Tuna","Fish"
69,"70aafc","Page View",8,"2020-01-02 23:04:31.776881","Russian Caviar","Luxury"
69,"70aafc","Add to Cart",9,"2020-01-02 23:05:29.348878","Russian Caviar","Luxury"
69,"70aafc","Page View",10,"2020-01-02 23:06:14.514745","Black Truffle","Luxury"
69,"70aafc","Add to Cart",11,"2020-01-02 23:06:48.206245","Black Truffle","Luxury"
69,"70aafc","Page View",12,"2020-01-02 23:07:20.929103","Abalone","Shellfish"
69,"70aafc","Add to Cart",13,"2020-01-02 23:07:37.87079","Abalone","Shellfish"
69,"70aafc","Page View",14,"2020-01-02 23:08:28.931685","Lobster","Shellfish"
69,"70aafc","Add to Cart",15,"2020-01-02 23:08:51.669189","Lobster","Shellfish"
69,"70aafc","Page View",16,"2020-01-02 23:09:45.804294","Crab","Shellfish"
69,"70aafc","Add to Cart",17,"2020-01-02 23:10:29.823237","Crab","Shellfish"
69,"70aafc","Page View",18,"2020-01-02 23:10:53.103236","Checkout",NULL
69,"70aafc","Purchase",19,"2020-01-02 23:11:50.081023","Confirmation",NULL
70,"e9798f","Page View",1,"2020-01-04 08:37:37.893134","All Products",NULL
71,"bfeabf","Page View",1,"2020-02-03 21:55:18.988252","All Products",NULL
72,"e2a6c5","Page View",1,"2020-01-13 22:06:30.629974","All Products",NULL
72,"e2a6c5","Ad Impression",2,"2020-01-13 22:07:19.642214","All Products",NULL
72,"e2a6c5","Ad Click",3,"2020-01-13 22:07:31.580567","All Products",NULL
72,"e2a6c5","Page View",4,"2020-01-13 22:08:20.97733","Salmon","Fish"
72,"e2a6c5","Add to Cart",5,"2020-01-13 22:08:50.933104","Salmon","Fish"
72,"e2a6c5","Page View",6,"2020-01-13 22:09:47.182021","Kingfish","Fish"
72,"e2a6c5","Add to Cart",7,"2020-01-13 22:10:18.649643","Kingfish","Fish"
72,"e2a6c5","Page View",8,"2020-01-13 22:10:29.001663","Tuna","Fish"
72,"e2a6c5","Add to Cart",9,"2020-01-13 22:10:37.651661","Tuna","Fish"
72,"e2a6c5","Page View",10,"2020-01-13 22:11:08.606935","Russian Caviar","Luxury"
72,"e2a6c5","Add to Cart",11,"2020-01-13 22:11:30.444495","Russian Caviar","Luxury"
72,"e2a6c5","Page View",12,"2020-01-13 22:11:47.66676","Black Truffle","Luxury"
72,"e2a6c5","Add to Cart",13,"2020-01-13 22:12:27.964173","Black Truffle","Luxury"
72,"e2a6c5","Page View",14,"2020-01-13 22:12:57.5758","Abalone","Shellfish"
72,"e2a6c5","Page View",15,"2020-01-13 22:13:52.863824","Lobster","Shellfish"
72,"e2a6c5","Page View",16,"2020-01-13 22:14:27.413719","Crab","Shellfish"
72,"e2a6c5","Add to Cart",17,"2020-01-13 22:14:27.438996","Crab","Shellfish"
72,"e2a6c5","Page View",18,"2020-01-13 22:15:03.264564","Oyster","Shellfish"
72,"e2a6c5","Add to Cart",19,"2020-01-13 22:15:45.307224","Oyster","Shellfish"
72,"e2a6c5","Page View",20,"2020-01-13 22:15:59.114893","Checkout",NULL
72,"e2a6c5","Purchase",21,"2020-01-13 22:16:12.586831","Confirmation",NULL
73,"c01d34","Page View",1,"2020-02-13 11:45:19.517374","All Products",NULL
74,"1dfd99","Page View",1,"2020-02-11 10:01:07.549809","All Products",NULL
74,"1dfd99","Ad Impression",2,"2020-02-11 10:01:52.431201","All Products",NULL
74,"1dfd99","Ad Click",3,"2020-02-11 10:01:58.927867","All Products",NULL
74,"1dfd99","Page View",4,"2020-02-11 10:02:19.449874","Kingfish","Fish"
74,"1dfd99","Add to Cart",5,"2020-02-11 10:02:42.631218","Kingfish","Fish"
74,"1dfd99","Page View",6,"2020-02-11 10:03:22.558923","Tuna","Fish"
74,"1dfd99","Page View",7,"2020-02-11 10:03:56.374053","Russian Caviar","Luxury"
74,"1dfd99","Add to Cart",8,"2020-02-11 10:04:16.853206","Russian Caviar","Luxury"
74,"1dfd99","Page View",9,"2020-02-11 10:05:03.595648","Black Truffle","Luxury"
74,"1dfd99","Page View",10,"2020-02-11 10:05:38.14287","Abalone","Shellfish"
74,"1dfd99","Add to Cart",11,"2020-02-11 10:06:18.792333","Abalone","Shellfish"
74,"1dfd99","Page View",12,"2020-02-11 10:06:59.127849","Lobster","Shellfish"
74,"1dfd99","Page View",13,"2020-02-11 10:07:09.374455","Crab","Shellfish"
74,"1dfd99","Add to Cart",14,"2020-02-11 10:07:38.704328","Crab","Shellfish"
74,"1dfd99","Page View",15,"2020-02-11 10:08:17.12087","Oyster","Shellfish"
74,"1dfd99","Add to Cart",16,"2020-02-11 10:08:52.594303","Oyster","Shellfish"
74,"1dfd99","Page View",17,"2020-02-11 10:09:17.928132","Checkout",NULL
74,"1dfd99","Purchase",18,"2020-02-11 10:09:25.719124","Confirmation",NULL
75,"f78639","Page View",1,"2020-01-19 09:00:13.094858","All Products",NULL
75,"f78639","Ad Impression",2,"2020-01-19 09:00:24.987907","All Products",NULL
75,"f78639","Page View",3,"2020-01-19 09:00:46.363877","Salmon","Fish"
75,"f78639","Page View",4,"2020-01-19 09:00:56.197288","Kingfish","Fish"
75,"f78639","Add to Cart",5,"2020-01-19 09:01:14.026606","Kingfish","Fish"
75,"f78639","Page View",6,"2020-01-19 09:01:28.14362","Russian Caviar","Luxury"
75,"f78639","Page View",7,"2020-01-19 09:01:37.209839","Abalone","Shellfish"
75,"f78639","Page View",8,"2020-01-19 09:02:10.284966","Crab","Shellfish"
75,"f78639","Page View",9,"2020-01-19 09:03:05.437689","Checkout",NULL
75,"f78639","Purchase",10,"2020-01-19 09:03:08.607253","Confirmation",NULL
76,"8836de","Page View",1,"2020-02-26 05:24:12.620143","All Products",NULL
76,"8836de","Ad Impression",2,"2020-02-26 05:24:52.35418","All Products",NULL
76,"8836de","Ad Click",3,"2020-02-26 05:25:42.156036","All Products",NULL
76,"8836de","Page View",4,"2020-02-26 05:25:43.143129","Kingfish","Fish"
76,"8836de","Add to Cart",5,"2020-02-26 05:26:19.476167","Kingfish","Fish"
76,"8836de","Page View",6,"2020-02-26 05:26:26.551542","Tuna","Fish"
76,"8836de","Add to Cart",7,"2020-02-26 05:27:08.929676","Tuna","Fish"
76,"8836de","Page View",8,"2020-02-26 05:27:44.043324","Black Truffle","Luxury"
76,"8836de","Add to Cart",9,"2020-02-26 05:27:53.598345","Black Truffle","Luxury"
76,"8836de","Page View",10,"2020-02-26 05:28:47.831684","Abalone","Shellfish"
76,"8836de","Page View",11,"2020-02-26 05:29:04.293754","Lobster","Shellfish"
76,"8836de","Add to Cart",12,"2020-02-26 05:30:01.925273","Lobster","Shellfish"
76,"8836de","Page View",13,"2020-02-26 05:30:58.510541","Crab","Shellfish"
76,"8836de","Add to Cart",14,"2020-02-26 05:31:38.36118","Crab","Shellfish"
76,"8836de","Page View",15,"2020-02-26 05:32:32.355506","Oyster","Shellfish"
76,"8836de","Add to Cart",16,"2020-02-26 05:33:08.521833","Oyster","Shellfish"
76,"8836de","Page View",17,"2020-02-26 05:33:44.346158","Checkout",NULL
76,"8836de","Purchase",18,"2020-02-26 05:34:21.612223","Confirmation",NULL
77,"da7cf0","Page View",1,"2020-01-14 05:02:22.126921","All Products",NULL
77,"da7cf0","Ad Impression",2,"2020-01-14 05:03:07.637072","All Products",NULL
77,"da7cf0","Ad Click",3,"2020-01-14 05:04:00.889573","All Products",NULL
77,"da7cf0","Page View",4,"2020-01-14 05:04:31.224846","Salmon","Fish"
77,"da7cf0","Add to Cart",5,"2020-01-14 05:05:20.84739","Salmon","Fish"
77,"da7cf0","Page View",6,"2020-01-14 05:06:00.005877","Kingfish","Fish"
77,"da7cf0","Add to Cart",7,"2020-01-14 05:06:29.911936","Kingfish","Fish"
77,"da7cf0","Page View",8,"2020-01-14 05:06:46.005784","Tuna","Fish"
77,"da7cf0","Add to Cart",9,"2020-01-14 05:07:40.479398","Tuna","Fish"
77,"da7cf0","Page View",10,"2020-01-14 05:08:31.591784","Russian Caviar","Luxury"
77,"da7cf0","Add to Cart",11,"2020-01-14 05:08:33.941202","Russian Caviar","Luxury"
77,"da7cf0","Page View",12,"2020-01-14 05:09:00.165517","Abalone","Shellfish"
77,"da7cf0","Page View",13,"2020-01-14 05:09:12.010724","Crab","Shellfish"
77,"da7cf0","Add to Cart",14,"2020-01-14 05:09:13.25808","Crab","Shellfish"
77,"da7cf0","Page View",15,"2020-01-14 05:09:36.929586","Oyster","Shellfish"
77,"da7cf0","Page View",16,"2020-01-14 05:10:27.165975","Checkout",NULL
77,"da7cf0","Purchase",17,"2020-01-14 05:11:18.042591","Confirmation",NULL
78,"5e4b8a","Page View",1,"2020-01-15 21:23:17.616185","All Products",NULL
79,"81a473","Page View",1,"2020-02-11 16:10:36.519034","All Products",NULL
80,"461132","Page View",1,"2020-01-22 14:09:37.899444","All Products",NULL
80,"461132","Ad Impression",2,"2020-01-22 14:09:40.07407","All Products",NULL
80,"461132","Page View",3,"2020-01-22 14:10:28.357785","Tuna","Fish"
80,"461132","Add to Cart",4,"2020-01-22 14:10:30.146545","Tuna","Fish"
80,"461132","Page View",5,"2020-01-22 14:11:16.542107","Russian Caviar","Luxury"
80,"461132","Add to Cart",6,"2020-01-22 14:11:37.866851","Russian Caviar","Luxury"
80,"461132","Page View",7,"2020-01-22 14:12:11.640797","Black Truffle","Luxury"
80,"461132","Add to Cart",8,"2020-01-22 14:12:13.444898","Black Truffle","Luxury"
80,"461132","Page View",9,"2020-01-22 14:12:14.976217","Abalone","Shellfish"
80,"461132","Page View",10,"2020-01-22 14:13:12.491033","Lobster","Shellfish"
80,"461132","Add to Cart",11,"2020-01-22 14:13:21.638303","Lobster","Shellfish"
80,"461132","Page View",12,"2020-01-22 14:13:44.939375","Oyster","Shellfish"
80,"461132","Add to Cart",13,"2020-01-22 14:14:33.643757","Oyster","Shellfish"
80,"461132","Page View",14,"2020-01-22 14:14:38.730821","Checkout",NULL
80,"461132","Purchase",15,"2020-01-22 14:14:56.138097","Confirmation",NULL
81,"ef4e67","Page View",1,"2020-02-26 03:14:57.548363","All Products",NULL
82,"65198d","Page View",1,"2020-01-12 02:17:53.018711","All Products",NULL
83,"56dbbd","Page View",1,"2020-02-28 14:47:40.313062","All Products",NULL
83,"56dbbd","Ad Impression",2,"2020-02-28 14:47:45.124031","All Products",NULL
83,"56dbbd","Ad Click",3,"2020-02-28 14:48:18.066921","All Products",NULL
83,"56dbbd","Page View",4,"2020-02-28 14:48:22.201892","Salmon","Fish"
83,"56dbbd","Add to Cart",5,"2020-02-28 14:48:29.196174","Salmon","Fish"
83,"56dbbd","Page View",6,"2020-02-28 14:49:04.72512","Tuna","Fish"
83,"56dbbd","Add to Cart",7,"2020-02-28 14:49:28.438892","Tuna","Fish"
83,"56dbbd","Page View",8,"2020-02-28 14:49:39.047474","Abalone","Shellfish"
83,"56dbbd","Add to Cart",9,"2020-02-28 14:50:23.74785","Abalone","Shellfish"
83,"56dbbd","Page View",10,"2020-02-28 14:50:33.019585","Lobster","Shellfish"
83,"56dbbd","Add to Cart",11,"2020-02-28 14:50:45.353042","Lobster","Shellfish"
83,"56dbbd","Page View",12,"2020-02-28 14:51:18.049837","Oyster","Shellfish"
83,"56dbbd","Add to Cart",13,"2020-02-28 14:51:35.88806","Oyster","Shellfish"
83,"56dbbd","Page View",14,"2020-02-28 14:52:29.691777","Checkout",NULL
83,"56dbbd","Purchase",15,"2020-02-28 14:53:22.891252","Confirmation",NULL
84,"e5031e","Page View",1,"2020-02-23 04:18:08.061773","All Products",NULL
84,"e5031e","Ad Impression",2,"2020-02-23 04:18:23.774904","All Products",NULL
84,"e5031e","Page View",3,"2020-02-23 04:18:58.193819","Salmon","Fish"
84,"e5031e","Add to Cart",4,"2020-02-23 04:19:53.729832","Salmon","Fish"
84,"e5031e","Page View",5,"2020-02-23 04:20:04.427137","Russian Caviar","Luxury"
84,"e5031e","Page View",6,"2020-02-23 04:20:47.934169","Black Truffle","Luxury"
84,"e5031e","Page View",7,"2020-02-23 04:20:54.27434","Crab","Shellfish"
84,"e5031e","Add to Cart",8,"2020-02-23 04:21:04.766491","Crab","Shellfish"
84,"e5031e","Page View",9,"2020-02-23 04:21:27.247931","Checkout",NULL
84,"e5031e","Purchase",10,"2020-02-23 04:21:37.95439","Confirmation",NULL
85,"990b01","Page View",1,"2020-02-14 03:21:11.283815","All Products",NULL
85,"990b01","Ad Impression",2,"2020-02-14 03:21:25.028749","All Products",NULL
85,"990b01","Page View",3,"2020-02-14 03:21:38.908919","Salmon","Fish"
85,"990b01","Add to Cart",4,"2020-02-14 03:22:08.965801","Salmon","Fish"
85,"990b01","Page View",5,"2020-02-14 03:22:26.517426","Russian Caviar","Luxury"
85,"990b01","Add to Cart",6,"2020-02-14 03:23:01.3436","Russian Caviar","Luxury"
85,"990b01","Page View",7,"2020-02-14 03:23:51.122965","Black Truffle","Luxury"
85,"990b01","Page View",8,"2020-02-14 03:24:22.800837","Crab","Shellfish"
85,"990b01","Page View",9,"2020-02-14 03:24:59.804756","Checkout",NULL
85,"990b01","Purchase",10,"2020-02-14 03:25:30.244889","Confirmation",NULL
86,"9a7c7d","Page View",1,"2020-01-13 13:05:27.255241","All Products",NULL
87,"14deb0","Page View",1,"2020-01-15 11:12:13.67639","All Products",NULL
88,"4a50dc","Page View",1,"2020-01-19 08:52:02.873468","All Products",NULL
88,"4a50dc","Ad Impression",2,"2020-01-19 08:52:04.779398","All Products",NULL
88,"4a50dc","Page View",3,"2020-01-19 08:52:33.68009","Kingfish","Fish"
88,"4a50dc","Add to Cart",4,"2020-01-19 08:52:51.736657","Kingfish","Fish"
88,"4a50dc","Page View",5,"2020-01-19 08:53:15.65083","Tuna","Fish"
88,"4a50dc","Add to Cart",6,"2020-01-19 08:53:33.011723","Tuna","Fish"
88,"4a50dc","Page View",7,"2020-01-19 08:54:27.277998","Checkout",NULL
88,"4a50dc","Purchase",8,"2020-01-19 08:55:02.88502","Confirmation",NULL
89,"98e5f1","Page View",1,"2020-01-07 19:53:48.620932","All Products",NULL
89,"98e5f1","Ad Impression",2,"2020-01-07 19:53:52.814466","All Products",NULL
89,"98e5f1","Ad Click",3,"2020-01-07 19:54:30.532404","All Products",NULL
89,"98e5f1","Page View",4,"2020-01-07 19:55:11.488282","Kingfish","Fish"
